,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
4533,850,Spain,Male,39,6,206014.94,2,0,1,42774.84,1,1,5,PLATINUM,748
1580,721,France,Female,35,6,118273.83,1,0,1,3086.89,0,0,3,GOLD,804
8218,516,France,Female,40,9,0.0,2,0,1,33266.29,0,0,2,PLATINUM,693
2143,819,France,Male,38,9,122334.26,2,1,1,181507.44,0,0,1,SILVER,586
5573,681,France,Male,29,8,0.0,1,1,0,66367.33,0,0,2,GOLD,479
4391,718,France,Male,38,7,0.0,2,1,0,38308.34,0,0,2,SILVER,680
3701,603,France,Male,46,2,0.0,2,1,1,59563.49,0,0,5,SILVER,541
6404,649,Spain,Female,49,2,0.0,1,1,0,84863.85,1,1,3,DIAMOND,226
635,696,Spain,Female,51,5,0.0,2,1,0,55022.43,0,0,4,SILVER,509
4887,620,France,Male,37,0,107548.94,1,1,0,71175.94,0,0,5,GOLD,319
3023,618,France,Male,39,2,91068.56,1,1,0,26578.69,0,0,2,GOLD,244
8436,834,Spain,Male,40,7,0.0,2,0,0,45038.74,0,0,1,DIAMOND,886
396,557,France,Male,33,3,54503.55,1,1,1,371.05,0,0,5,SILVER,362
5554,620,Spain,Male,38,0,0.0,2,1,1,38015.34,0,0,4,PLATINUM,630
6860,727,Germany,Male,45,6,114422.85,2,1,1,104678.78,1,1,5,PLATINUM,346
865,678,Germany,Female,25,10,76968.12,2,0,1,131501.72,0,0,1,GOLD,365
3658,699,France,Female,43,3,80764.03,1,1,0,199378.58,1,1,3,PLATINUM,490
4445,739,France,Male,29,1,0.0,2,1,1,164484.78,0,0,5,DIAMOND,852
1375,429,France,Female,27,6,117307.44,2,1,1,24020.49,0,0,4,DIAMOND,985
177,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,0,5,PLATINUM,929
8595,758,Germany,Female,23,5,122739.1,1,1,0,102460.84,1,1,5,GOLD,546
2258,466,France,Female,36,5,119540.15,1,0,1,80603.99,0,0,1,PLATINUM,513
3487,671,France,Female,31,7,41299.03,1,0,1,102681.32,0,0,3,DIAMOND,281
5664,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,1,2,DIAMOND,915
8010,467,Germany,Male,51,10,114514.71,2,1,0,177784.68,1,1,2,SILVER,681
2071,686,Spain,Female,36,5,0.0,2,1,1,152979.14,0,0,4,GOLD,966
5836,618,Germany,Female,29,10,100315.1,2,1,1,32526.64,0,0,1,SILVER,812
9059,688,Germany,Female,34,9,91025.58,2,0,1,163783.0,0,0,4,SILVER,985
9818,558,France,Male,31,7,0.0,1,1,0,198269.08,0,0,5,PLATINUM,239
5679,778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0,0,5,GOLD,544
4731,705,France,Female,35,3,0.0,2,0,1,66331.01,0,0,3,GOLD,547
6366,683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0,0,2,PLATINUM,327
1726,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0,0,4,DIAMOND,962
9423,578,Spain,Female,28,8,161592.76,1,1,0,177834.79,0,0,2,GOLD,336
2372,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1,1,2,GOLD,316
8009,574,France,Male,34,1,112572.39,1,0,0,165626.6,0,0,3,GOLD,788
9387,524,France,Male,32,1,144875.71,1,0,0,187740.04,0,0,1,DIAMOND,606
900,727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1,1,1,SILVER,513
5785,753,France,Male,48,4,0.0,2,0,1,146821.42,0,0,2,DIAMOND,933
2351,651,France,Male,35,7,74623.5,3,1,0,129451.29,1,1,2,SILVER,515
7758,711,France,Male,41,3,0.0,2,1,1,193747.57,0,0,4,GOLD,876
7992,685,France,Female,40,7,0.0,2,1,0,103898.59,0,0,2,PLATINUM,858
6562,720,France,Male,44,3,86102.27,1,1,0,180134.88,1,1,2,DIAMOND,481
5648,525,France,Male,35,7,165358.77,1,0,1,94738.54,0,0,2,DIAMOND,694
6631,613,France,Male,44,3,0.0,2,0,1,136491.72,0,0,5,GOLD,462
4213,767,France,Female,34,8,0.0,2,1,0,94767.77,0,0,1,GOLD,911
3679,650,Spain,Male,25,7,160599.06,2,1,1,28391.52,0,0,3,DIAMOND,268
4226,651,Spain,Female,36,8,0.0,2,1,0,91652.43,0,0,3,SILVER,823
5804,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1,1,2,GOLD,240
4433,674,France,Male,26,6,166257.96,1,1,1,149369.41,0,0,1,PLATINUM,870
6586,643,Germany,Male,33,7,98630.31,2,1,1,40250.82,0,0,4,PLATINUM,762
7506,674,Germany,Female,44,4,131593.85,1,0,1,171345.02,1,1,2,GOLD,558
3308,813,France,Female,62,10,64667.95,2,0,1,140454.14,0,0,4,SILVER,691
2732,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1,1,3,PLATINUM,223
2777,758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1,1,1,DIAMOND,538
8933,631,France,Male,32,10,0.0,2,0,1,196342.66,0,0,3,SILVER,556
557,598,Germany,Male,41,3,91536.93,1,1,0,191468.78,1,1,1,SILVER,980
930,661,Spain,Male,39,6,132628.98,1,0,0,38812.67,0,0,5,DIAMOND,581
8098,770,France,Female,68,2,183555.24,1,0,0,159557.28,1,1,5,PLATINUM,561
9441,651,France,Female,33,1,96834.78,1,1,0,108764.69,0,0,4,GOLD,804
7781,705,France,Male,34,7,117715.84,1,1,0,2498.67,0,0,5,PLATINUM,408
5581,494,Spain,Male,67,5,0.0,2,1,1,85890.16,0,0,2,GOLD,408
3555,528,France,Female,36,1,156948.41,1,1,1,149912.28,1,1,2,GOLD,711
4616,778,France,Male,37,3,141803.77,1,0,1,179421.84,0,0,3,GOLD,397
2679,520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0,0,5,PLATINUM,275
2268,659,France,Female,56,9,123785.24,1,1,0,99504.03,1,1,4,GOLD,928
4352,564,France,Male,26,7,84006.88,2,0,0,183490.99,0,0,5,SILVER,984
3890,670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0,0,4,SILVER,430
4855,490,Germany,Male,33,5,96341.0,2,0,0,108313.34,0,0,1,DIAMOND,707
451,850,France,Male,40,9,0.0,2,0,1,119232.33,0,0,2,GOLD,241
6328,790,Spain,Female,41,7,109508.68,1,0,0,86776.38,0,0,3,SILVER,233
1587,592,France,Female,37,7,0.0,2,1,1,126726.33,0,0,5,SILVER,241
1277,743,France,Male,42,7,77002.2,2,1,1,80428.42,0,0,2,PLATINUM,993
5027,681,Germany,Male,37,8,73179.34,2,1,1,25292.53,0,0,4,GOLD,242
6840,563,France,Male,30,7,90727.79,1,1,0,122268.75,0,0,2,SILVER,599
6740,670,Germany,Female,40,2,147171.2,1,0,1,69850.04,0,0,2,GOLD,748
4921,526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1,1,2,SILVER,624
3542,692,Spain,Female,34,4,109699.08,1,1,1,37898.91,0,0,2,SILVER,489
822,642,Spain,Male,34,8,0.0,1,1,0,72085.1,0,0,3,GOLD,323
6892,649,France,Female,56,8,156974.26,1,1,0,89405.26,1,1,4,SILVER,927
4987,452,France,Female,35,7,0.0,2,1,0,164241.67,0,0,5,SILVER,634
2924,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0,0,4,PLATINUM,662
4373,546,Spain,Female,45,2,0.0,1,0,0,197789.83,1,1,4,DIAMOND,603
5187,683,France,Female,30,2,0.0,2,0,1,100496.84,1,1,2,PLATINUM,526
3773,749,France,Female,35,3,0.0,3,1,1,132649.85,0,0,3,SILVER,574
8822,543,France,Male,64,4,0.0,2,1,1,148305.82,0,0,5,GOLD,701
3897,508,Germany,Female,41,5,82161.7,2,1,0,187776.49,0,0,1,DIAMOND,231
275,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,0,1,GOLD,799
3069,666,France,Male,43,7,137780.74,2,1,1,119100.05,1,1,3,SILVER,817
3079,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0,0,4,PLATINUM,276
2426,793,France,Female,41,3,141806.46,1,1,0,102921.17,0,0,3,GOLD,447
4400,766,Germany,Female,34,6,106434.94,1,0,1,137995.66,1,1,1,DIAMOND,384
6371,602,France,Male,34,5,0.0,2,1,1,77414.45,0,0,2,DIAMOND,743
9424,689,France,Female,40,1,0.0,2,1,1,119446.64,0,0,4,SILVER,501
2082,811,Spain,Male,39,7,0.0,2,1,1,177519.39,0,0,3,GOLD,363
8667,557,France,Female,46,4,96173.17,2,1,1,116378.31,0,0,5,GOLD,689
6325,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,1,1,5,SILVER,431
5662,703,France,Female,40,7,0.0,2,0,1,122518.5,0,0,4,GOLD,566
683,749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0,0,3,DIAMOND,678
1302,428,France,Female,31,2,0.0,2,1,0,54487.43,0,0,3,PLATINUM,221
7623,719,France,Male,61,5,0.0,2,0,1,29132.43,0,0,4,DIAMOND,293
2409,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,0,5,SILVER,458
9917,635,Germany,Male,53,8,117005.55,1,0,1,123646.57,1,1,3,SILVER,882
7656,492,Germany,Male,51,8,117808.74,2,1,1,67311.12,0,0,3,GOLD,263
6783,603,France,Male,31,4,0.0,2,0,1,9607.1,0,0,4,GOLD,296
2226,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0,0,5,GOLD,242
1695,506,France,Male,34,7,0.0,2,0,0,115842.1,0,0,1,DIAMOND,929
9841,567,Germany,Female,46,1,68238.51,2,1,1,109572.58,0,0,3,PLATINUM,281
160,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,0,2,GOLD,666
2668,524,France,Male,52,2,87894.26,1,1,0,173899.42,1,1,4,SILVER,771
5759,679,Germany,Female,37,8,77373.87,2,0,1,174873.09,0,0,2,GOLD,720
7320,850,Germany,Female,31,1,130089.56,2,1,1,4466.21,0,0,3,GOLD,729
889,542,France,Female,43,8,145618.37,1,0,1,10350.74,0,0,3,PLATINUM,292
3502,735,Germany,Male,46,2,106344.95,1,1,0,114371.33,1,1,4,DIAMOND,287
7689,587,France,Female,46,6,88820.29,1,0,0,70224.34,0,0,4,GOLD,507
7022,493,France,Male,54,3,167831.88,2,1,0,150159.95,1,1,5,PLATINUM,591
7595,678,France,Female,50,6,0.0,1,1,0,8199.5,0,0,4,GOLD,803
3179,552,France,Female,34,5,0.0,2,1,1,1351.41,0,0,3,SILVER,712
9036,768,France,Female,36,3,141334.95,1,0,1,125870.5,0,0,3,DIAMOND,277
6989,700,France,Female,36,4,0.0,2,1,0,130789.15,0,0,2,GOLD,663
7430,606,France,Female,35,0,135984.15,2,1,0,186778.89,0,0,1,SILVER,337
7059,669,Germany,Female,35,4,108269.2,2,1,0,174969.92,0,0,5,DIAMOND,404
5221,584,Spain,Female,29,4,0.0,2,1,0,88866.92,0,0,3,DIAMOND,781
6755,812,Spain,Male,38,3,127117.8,2,1,1,174822.74,0,0,1,PLATINUM,730
2815,694,Germany,Male,37,1,95668.82,2,1,0,100335.55,0,0,4,GOLD,468
7714,682,France,Female,30,9,0.0,2,1,1,195104.91,0,0,2,PLATINUM,874
8014,731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0,0,1,SILVER,403
4809,822,France,Male,37,3,105563.0,1,1,0,182624.93,0,0,5,DIAMOND,463
1,608,Spain,Female,41,1,83807.86,1,0,1,112542.58,0,1,3,DIAMOND,456
2397,671,Spain,Female,34,10,0.0,1,1,0,23235.38,0,0,5,SILVER,991
2528,604,France,Male,26,8,149542.52,2,0,1,197911.52,0,0,1,SILVER,683
9027,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0,0,1,GOLD,927
9275,427,Germany,Male,42,1,75681.52,1,1,1,57098.0,0,0,5,SILVER,418
9680,590,France,Male,36,1,0.0,2,1,0,48876.84,0,0,1,SILVER,614
418,643,France,Female,46,6,0.0,2,0,0,106781.59,0,0,4,DIAMOND,597
6137,652,France,Female,51,3,0.0,1,1,0,173989.47,1,1,1,DIAMOND,673
4133,704,Spain,Male,33,3,0.0,2,1,0,73018.74,0,0,4,GOLD,697
6683,454,Spain,Female,48,5,144837.79,1,1,1,93151.77,0,0,2,DIAMOND,325
3288,640,France,Female,30,6,107499.7,1,1,1,187632.22,0,0,5,DIAMOND,663
678,788,Spain,Female,70,1,0.0,2,1,1,41610.62,0,0,3,DIAMOND,844
5766,556,France,Male,40,5,125909.85,1,1,1,95124.4,0,0,4,SILVER,280
9902,730,France,Female,27,7,0.0,2,1,0,144099.48,0,0,1,SILVER,833
9254,686,France,Male,32,6,0.0,2,1,1,179093.26,0,0,2,DIAMOND,510
3767,769,France,Male,29,4,145471.37,1,1,0,188382.77,0,0,3,PLATINUM,378
6351,553,France,Female,27,3,0.0,2,0,0,159800.16,0,0,5,GOLD,300
377,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,0,4,GOLD,951
5950,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,1,3,GOLD,597
2706,696,France,Male,22,9,149777.0,1,1,1,198032.93,0,0,3,PLATINUM,873
5318,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0,0,3,PLATINUM,633
2824,628,France,Male,32,9,149136.31,2,1,1,16402.11,0,0,3,GOLD,859
2197,614,Spain,Male,35,2,127283.78,1,1,1,31302.35,0,0,1,SILVER,668
7088,556,France,Female,54,4,150005.38,1,1,0,157015.5,1,1,1,PLATINUM,785
4071,850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0,0,5,SILVER,396
8422,612,Spain,Female,52,5,144772.69,1,0,0,98302.57,1,1,4,PLATINUM,818
9801,569,Spain,Female,30,3,139528.23,1,1,1,33230.37,0,0,4,SILVER,705
6494,699,France,Male,28,7,0.0,2,1,1,22684.78,0,0,2,GOLD,638
3790,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1,1,2,PLATINUM,479
8509,586,Spain,Female,42,2,0.0,1,1,0,102889.34,0,0,3,PLATINUM,338
17,549,Spain,Female,24,9,0.0,2,1,1,14406.41,0,0,3,SILVER,544
8928,623,France,Female,29,1,0.0,2,0,0,39382.06,0,0,2,SILVER,252
7248,605,Spain,Female,57,2,0.0,3,1,0,66652.75,1,1,3,PLATINUM,502
4686,536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1,1,1,DIAMOND,572
1701,792,France,Male,50,9,0.0,4,1,1,194700.81,1,1,4,DIAMOND,369
3473,682,France,Female,42,0,0.0,1,0,1,91981.85,1,1,5,GOLD,361
8385,605,France,Female,62,4,111065.93,2,0,1,125660.99,0,0,1,PLATINUM,868
2493,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0,0,3,PLATINUM,565
1967,559,Spain,Male,25,5,0.0,2,1,1,163221.22,0,0,3,SILVER,897
7410,714,Spain,Male,34,5,0.0,2,1,0,193040.32,0,0,3,SILVER,446
2067,744,France,Male,31,9,120718.28,1,1,1,58961.49,0,0,3,GOLD,332
4289,731,Spain,Female,37,1,128932.4,1,1,1,180712.52,0,0,4,SILVER,868
5184,728,France,Female,28,4,142243.54,2,1,0,33074.51,0,0,4,SILVER,903
6326,555,France,Male,31,8,145875.74,1,1,0,137491.23,0,0,3,GOLD,239
9455,689,Spain,Female,55,4,0.0,2,1,1,58442.25,0,0,2,PLATINUM,977
7861,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0,0,2,SILVER,571
7631,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0,0,1,DIAMOND,978
4498,570,France,Male,30,2,131406.56,1,1,1,47952.45,0,0,1,GOLD,636
2825,600,France,Male,40,1,141136.79,1,1,1,67803.83,0,0,5,SILVER,851
7825,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1,1,3,PLATINUM,729
6822,669,Germany,Male,47,0,63723.78,2,1,1,181928.25,0,0,1,DIAMOND,316
3976,566,Germany,Male,22,7,144954.75,2,1,0,102246.0,0,0,4,DIAMOND,698
5676,749,France,Female,26,6,0.0,2,0,1,34948.77,0,0,4,GOLD,240
5173,800,Spain,Male,38,9,0.0,1,1,0,78744.39,0,0,2,DIAMOND,350
4511,634,France,Female,45,2,0.0,4,1,0,101039.53,1,1,2,SILVER,611
7204,686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0,0,2,PLATINUM,232
8660,535,France,Female,27,6,0.0,2,0,1,49775.58,0,0,3,SILVER,786
7615,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0,0,3,GOLD,987
8001,707,Spain,Male,32,9,0.0,2,1,0,126475.79,0,0,2,PLATINUM,947
5562,620,Spain,Male,42,9,121490.05,1,1,1,29296.74,0,0,4,PLATINUM,828
2646,425,Spain,Female,39,5,0.0,2,1,0,140941.47,0,0,1,DIAMOND,426
6772,539,France,Male,39,6,0.0,2,1,1,86767.48,0,0,5,PLATINUM,315
7985,696,Germany,Female,27,2,96129.32,2,1,1,5983.7,0,0,1,PLATINUM,459
7865,691,Spain,Male,30,9,0.0,2,0,1,10963.04,0,0,1,PLATINUM,269
9390,752,Germany,Female,37,5,113291.05,2,1,1,132467.54,0,0,1,SILVER,264
8604,786,Spain,Female,39,7,0.0,2,0,0,100929.59,0,0,3,SILVER,958
1651,634,Spain,Male,31,9,108632.48,1,1,1,179485.96,1,1,5,DIAMOND,760
5873,598,France,Female,40,9,0.0,1,1,0,68462.59,1,1,3,DIAMOND,324
3815,650,France,Male,33,0,98064.97,1,1,0,52411.99,0,0,1,GOLD,262
6490,760,France,Male,34,2,0.0,2,1,0,164162.44,0,0,4,SILVER,814
7134,522,France,Male,41,5,144147.68,1,1,1,14789.9,0,0,3,GOLD,225
5420,695,France,Male,28,5,171069.39,2,1,1,88689.4,0,0,3,SILVER,739
3383,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0,0,2,DIAMOND,428
9202,528,France,Male,31,9,120962.59,1,1,0,5419.31,0,0,5,PLATINUM,511
2813,758,France,Female,52,7,125095.94,1,1,0,171189.83,1,1,2,PLATINUM,747
1370,769,France,Female,26,7,0.0,2,1,0,176843.53,0,0,1,GOLD,667
3437,700,France,Female,32,3,0.0,1,0,0,95740.37,0,0,2,SILVER,790
1365,625,France,Male,43,8,201696.07,1,1,0,133020.9,1,1,4,GOLD,538
8500,660,France,Male,37,2,97324.91,1,1,0,23291.83,0,0,2,DIAMOND,942
1377,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0,0,4,DIAMOND,570
1657,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1,1,1,PLATINUM,329
559,850,Spain,Female,70,5,0.0,1,1,1,705.18,0,0,1,DIAMOND,283
285,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,0,3,SILVER,587
8881,744,France,Male,29,1,43504.42,1,1,1,119327.75,0,0,1,PLATINUM,607
6868,462,France,Male,39,4,140133.08,2,0,0,131304.45,0,0,1,SILVER,627
7011,697,France,Female,25,1,0.0,2,0,0,87803.32,0,0,2,PLATINUM,851
3208,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0,0,1,SILVER,641
2623,515,France,Female,28,9,0.0,2,0,0,94141.75,0,0,3,PLATINUM,772
601,762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0,0,4,PLATINUM,669
6136,780,Spain,Female,33,6,145580.61,1,1,1,154598.56,0,0,4,GOLD,610
6839,724,Germany,Male,36,6,94615.11,2,1,1,10627.21,0,0,3,GOLD,607
7894,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1,1,1,DIAMOND,906
8930,724,France,Female,69,5,117866.92,1,1,1,62280.91,0,0,3,PLATINUM,876
2916,651,France,Male,56,2,0.0,1,1,0,114522.68,1,1,4,GOLD,327
2008,639,France,Male,43,6,99610.92,2,1,0,187296.78,0,0,5,DIAMOND,475
307,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,0,4,SILVER,837
7058,624,France,Female,71,4,170252.05,3,1,1,73679.59,1,1,2,GOLD,858
1175,719,Spain,Male,39,5,0.0,2,1,0,145759.7,0,0,1,SILVER,337
6270,696,Spain,Male,24,9,0.0,1,0,0,10883.52,0,0,3,SILVER,916
8965,477,Germany,Female,58,8,145984.92,1,1,1,24564.7,0,0,5,DIAMOND,464
1530,611,France,Female,26,2,107508.93,2,1,1,120801.65,0,0,4,DIAMOND,720
7956,850,France,Male,81,5,0.0,2,1,1,44827.47,0,0,2,SILVER,237
2032,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1,1,2,DIAMOND,641
3203,719,France,Male,69,3,0.0,2,1,1,58320.06,0,0,4,SILVER,489
5714,554,France,Female,39,10,0.0,2,1,1,18391.93,0,0,2,DIAMOND,565
3866,547,France,Female,29,6,104450.86,1,1,1,37160.28,0,0,2,SILVER,546
6909,666,Spain,Male,43,5,0.0,2,1,0,29346.1,0,0,2,SILVER,464
5413,671,France,Female,42,6,0.0,2,1,0,197202.48,0,0,5,DIAMOND,393
5878,604,Germany,Male,36,10,113546.3,1,1,1,134875.37,0,0,1,DIAMOND,582
4444,489,France,Female,31,7,139395.08,1,0,1,6120.84,0,0,4,PLATINUM,348
4791,709,Spain,Male,35,2,0.0,2,1,0,104982.39,0,0,2,GOLD,422
7284,667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0,0,4,GOLD,369
2211,717,France,Male,40,0,98241.04,1,1,0,110887.14,0,0,3,GOLD,817
8243,825,France,Male,29,3,148874.01,2,0,1,71192.82,0,0,3,DIAMOND,346
6737,715,Spain,Male,38,2,96798.79,2,1,1,4554.67,0,0,2,SILVER,294
3614,558,Germany,Female,36,0,126606.63,2,1,1,172363.52,0,0,4,SILVER,769
6011,520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1,1,1,PLATINUM,796
2367,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,1,1,PLATINUM,637
7915,695,Spain,Male,56,1,0.0,3,1,0,187734.49,1,1,2,DIAMOND,231
2642,637,Spain,Female,22,5,98800.0,1,1,0,122865.55,0,0,2,SILVER,430
7035,558,France,Female,56,7,121235.05,2,1,1,116253.1,0,0,4,GOLD,801
5748,645,France,Female,45,8,85325.93,1,0,0,22558.74,0,0,3,DIAMOND,653
493,531,France,Female,47,6,0.0,1,0,0,194998.34,1,1,2,SILVER,510
9566,644,France,Male,37,6,117271.8,2,1,0,104217.96,1,1,5,PLATINUM,949
9945,645,France,Male,44,10,0.0,2,0,1,166707.22,0,0,4,PLATINUM,990
3049,615,France,Male,32,4,0.0,2,1,1,6225.63,0,0,4,GOLD,294
2821,714,Spain,Female,33,10,103121.33,2,1,1,49672.01,0,0,4,PLATINUM,830
1980,554,France,Female,30,9,0.0,2,1,1,40320.3,0,0,5,PLATINUM,510
7360,644,Spain,Male,54,6,0.0,1,0,1,84622.37,0,0,5,GOLD,313
3180,678,France,Female,60,10,117738.81,1,1,0,147489.76,1,1,4,DIAMOND,599
3373,644,France,Male,37,2,186347.97,2,1,0,92809.73,0,0,4,SILVER,499
700,750,France,Female,32,5,0.0,2,1,0,95611.47,0,0,1,SILVER,872
367,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,0,5,DIAMOND,366
4294,579,Germany,Female,42,3,137560.38,2,1,1,85424.34,0,0,2,PLATINUM,909
7770,699,France,Male,29,3,125689.29,1,1,1,151623.71,0,0,1,DIAMOND,503
4581,572,France,Female,47,2,0.0,2,1,0,36099.7,0,0,4,GOLD,991
3938,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,1,1,3,SILVER,985
6261,708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0,0,2,SILVER,406
8135,710,Germany,Female,24,7,103099.17,2,1,0,173276.62,0,0,1,DIAMOND,621
5792,562,France,Male,38,5,0.0,1,1,0,115700.2,0,0,4,PLATINUM,814
7285,679,France,Male,29,3,0.0,2,1,1,63687.06,0,0,5,PLATINUM,717
4276,670,Germany,Female,32,4,102954.68,2,0,1,134942.45,0,0,5,SILVER,244
5915,679,France,Male,47,10,198546.1,2,1,0,191198.92,1,1,5,SILVER,694
5249,740,France,Male,44,9,0.0,1,0,1,96528.0,1,1,2,DIAMOND,703
6336,536,Germany,Female,35,4,121520.36,1,0,0,77178.42,0,0,3,DIAMOND,881
6306,773,France,Male,33,9,0.0,2,1,1,1118.31,0,0,3,SILVER,289
1128,675,France,Female,32,2,155663.31,1,1,0,97658.66,0,0,2,SILVER,655
875,501,France,Female,39,9,117301.66,1,0,0,182025.95,0,0,5,SILVER,721
6628,596,Spain,Male,57,6,0.0,2,1,1,72402.0,0,0,1,DIAMOND,627
1895,776,France,Female,29,7,178171.04,2,1,1,115818.51,0,0,5,DIAMOND,977
6338,583,Germany,Male,39,8,102945.01,1,0,0,52861.89,0,0,3,GOLD,802
5984,662,France,Female,41,4,0.0,2,1,0,126551.48,0,0,4,SILVER,527
7579,601,France,Male,40,10,127847.86,1,0,0,173245.68,0,0,1,GOLD,376
8495,696,France,Male,42,4,0.0,1,0,0,126353.13,1,1,3,GOLD,255
4773,646,Germany,Female,35,1,121952.75,2,1,1,142839.82,0,0,4,PLATINUM,316
5517,465,France,Male,33,8,0.0,2,1,0,177668.55,0,0,4,DIAMOND,507
2026,451,Spain,Female,23,9,0.0,2,0,1,48021.71,0,0,1,DIAMOND,576
9433,643,France,Male,39,7,0.0,2,1,1,170392.59,0,0,3,PLATINUM,677
3724,772,Germany,Female,51,9,143930.92,1,0,1,46675.51,1,1,1,DIAMOND,937
3694,608,France,Female,33,4,0.0,1,1,0,79304.38,1,1,2,DIAMOND,820
5791,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,1,5,PLATINUM,883
9261,629,France,Female,61,6,0.0,2,1,1,133672.61,0,0,5,GOLD,803
2368,557,Spain,Male,48,10,0.0,2,1,1,185094.48,0,0,5,PLATINUM,933
8425,755,France,Male,29,9,117035.89,1,1,1,21862.19,0,0,5,PLATINUM,301
62,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0,5,PLATINUM,481
7783,437,France,Female,43,6,0.0,1,1,0,148330.97,1,1,1,DIAMOND,692
3364,673,France,Male,47,1,0.0,2,0,0,108762.16,0,0,5,SILVER,382
7350,669,Spain,Male,25,7,157228.61,2,1,0,124382.9,0,0,1,GOLD,632
2228,644,France,Female,37,8,0.0,2,1,0,20968.88,0,0,3,GOLD,910
4645,522,France,Female,34,3,0.0,2,1,1,3894.34,0,0,1,PLATINUM,732
1213,694,France,Female,22,4,0.0,2,1,1,11525.72,0,0,1,GOLD,988
8510,550,France,Female,40,8,150490.32,1,0,0,166468.21,1,1,4,DIAMOND,572
5121,677,Spain,Female,35,0,0.0,2,0,0,76637.38,0,0,4,SILVER,889
2478,774,France,Female,41,5,126670.37,1,1,0,102426.06,0,0,4,SILVER,795
893,703,France,Female,51,3,0.0,3,1,1,77294.56,1,1,2,DIAMOND,924
5215,576,France,Male,24,3,0.0,1,0,1,78498.04,1,1,2,SILVER,938
4077,781,Spain,Male,33,3,0.0,2,1,1,42556.33,0,0,2,GOLD,989
9436,684,France,Male,38,4,0.0,3,1,0,75609.84,0,0,2,DIAMOND,379
2607,814,France,Male,31,1,118870.92,1,1,0,101704.19,0,0,3,DIAMOND,400
675,563,France,Female,39,5,0.0,2,1,1,17603.81,0,0,1,SILVER,336
2154,606,Germany,Male,65,10,126306.64,3,0,0,7861.68,1,1,5,DIAMOND,591
8709,529,France,Male,39,6,102025.08,2,1,0,12351.01,0,0,1,SILVER,540
7476,759,France,Male,44,2,111095.58,2,1,0,100137.7,0,0,4,DIAMOND,784
5279,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0,0,3,GOLD,840
1382,661,Spain,Female,42,3,0.0,2,1,0,35989.41,0,0,3,PLATINUM,465
